year,size,surv,sizeNext,fec0,fec1,stage,stageNext,offspringNext,number,cloning,clonesNext
2014,53.8,0,,0,,continuous,dead,,1,0,
2014,34,1,37.4,0,,continuous,continuous,,1,0,
2014,41,1,40.8,1,9,continuous,continuous,,1,0,
2014,37.1,1,39.5,1,21,continuous,continuous,,1,0,
2014,4,1,7.5,0,,continuous,continuous,,1,0,
2014,47,1,51.4,1,19,continuous,continuous,,1,0,
2014,42.3,1,49.3,1,25,continuous,continuous,,1,0,
2014,18,1,20.9,0,,continuous,continuous,,1,0,
2014,39.3,1,46.5,1,11,continuous,continuous,,1,0,
2014,35,1,41.2,0,,continuous,continuous,,1,0,
2014,18.8,1,18.8,0,,continuous,continuous,,1,0,
2014,73.8,1,75.2,1,50,continuous,continuous,,1,0,
2014,42.9,1,44.7,0,,continuous,continuous,,1,0,
2014,66.1,1,72.3,1,35,continuous,continuous,,1,0,
2014,60.1,1,63.3,1,31,continuous,continuous,,1,0,
2014,30.3,1,32,0,,continuous,continuous,,1,0,
2014,29.8,1,43.4,0,,continuous,continuous,,1,0,
2014,26.2,1,53.6,0,,continuous,continuous,,1,0,
2014,,1,13.9,1,6,,continuous,clonal,1,1,1
2014,43.8,1,45.7,1,17,continuous,continuous,,1,0,
2014,20,1,19.5,0,,continuous,continuous,,1,0,
2014,74.4,1,78,1,30,continuous,continuous,,1,0,
2014,51.3,1,57.3,1,35,continuous,continuous,,1,0,
2014,5,1,4.7,0,,continuous,continuous,,1,0,
2014,52.9,1,59.7,1,44,continuous,continuous,,1,0,
2014,58.8,1,55.4,1,19,continuous,continuous,,1,0,
2014,45.3,1,45.3,1,23,continuous,continuous,,1,0,
2014,48,1,51.6,1,16,continuous,continuous,,1,0,
2014,17,1,19,0,,continuous,continuous,,1,0,
2014,12,1,13.5,0,,continuous,continuous,,1,0,
2014,63,1,63.6,1,20,continuous,continuous,,1,0,
2014,51,1,51,1,24,continuous,continuous,,1,0,
2014,39.3,1,41.3,1,16,continuous,continuous,,1,0,
2014,25.5,1,28.8,0,,continuous,continuous,,1,0,
2014,40,1,78.8,0,,continuous,continuous,,1,0,
2014,,1,8,0,,,continuous,clonal,1,1,1
2014,,1,8.5,0,,,continuous,clonal,1,1,1
2014,,1,5,0,,,continuous,clonal,1,1,1
2014,47.4,1,50.3,1,16,continuous,continuous,,1,0,
2014,56.6,1,59.3,1,20,continuous,continuous,,1,0,
2014,39.8,1,45,1,9,continuous,continuous,,1,0,
2014,44.4,1,48.6,1,21,continuous,continuous,,1,0,
2014,47.9,1,53.5,1,21,continuous,continuous,,1,0,
2014,60.5,1,63.8,1,27,continuous,continuous,,1,0,
2014,62.6,1,69.6,1,35,continuous,continuous,,1,0,
2014,28.8,1,32.3,0,,continuous,continuous,,1,0,
2014,59,1,65.5,1,28,continuous,continuous,,1,0,
2014,73.7,1,84.2,1,9,continuous,continuous,,1,0,
2014,67.7,1,73.3,1,49,continuous,continuous,,1,0,
2014,38,1,41.7,0,,continuous,continuous,,1,0,
2014,51.4,1,58.3,1,30,continuous,continuous,,1,0,
2014,58,1,58,1,12,continuous,continuous,,1,0,
2014,28,1,25,0,,continuous,continuous,,1,0,
2014,4,1,12,0,,continuous,continuous,,1,0,
2014,34,1,41.9,0,,continuous,continuous,,1,0,
2014,77.8,1,83.9,1,34,continuous,continuous,,1,0,
2014,53,1,55.7,1,21,continuous,continuous,,1,0,
